,sequence,sequence_tok
101,"Im weakkkkk_���_���_���_���_���
Tbh thats the only way to shut down girls who flex","['Im', 'weakkkkk_���_���_���_���_���\nTbh', 'thats', 'the', 'only', 'way', 'to', 'shut', 'down', 'girls', 'who', 'flex']"
102,"We got to see inside the #OARDC #greenhouses in the daytime, too! #AgCon #OSU @visitoardcw https://t.co/wb6BgiHc3g","['We', 'got', 'to', 'see', 'inside', 'the', '#OARDC', '#greenhouses', 'in', 'the', 'daytime,', 'too!', '#AgCon', '#OSU', '@visitoardcw', 'https://t.co/wb6BgiHc3g']"
103,"Thanks to the #ACA more adults are eligible for #Medicaid in #Illinois &amp; able to apply online.  @YoungInvincible

https://t.co/cfwlLqv4K9","['Thanks', 'to', 'the', '#ACA', 'more', 'adults', 'are', 'eligible', 'for', '#Medicaid', 'in', '#Illinois', '&amp;', 'able', 'to', 'apply', 'online.', '', '@YoungInvincible\n\nhttps://t.co/cfwlLqv4K9']"
104,"IBMSocialBiz: In the future, there will be a narrowing of the gap of people's abilities to use tools proficiently. JenniferMcClure #H2HChat��_","['IBMSocialBiz:', 'In', 'the', 'future,', 'there', 'will', 'be', 'a', 'narrowing', 'of', 'the', 'gap', 'of', ""people's"", 'abilities', 'to', 'use', 'tools', 'proficiently.', 'JenniferMcClure', '#H2HChat��_']"
105,Chris Got On The Black Toe 1s _��_,"['Chris', 'Got', 'On', 'The', 'Black', 'Toe', '1s', '_��_']"
106,@iampoojabalaji The day after his wedding anniversary... Sucks to suck,"['@iampoojabalaji', 'The', 'day', 'after', 'his', 'wedding', 'anniversary...', 'Sucks', 'to', 'suck']"
107,Here's some of the equipment we use to run our show! https://t.co/x6cCJG8SeX https://t.co/A6N8HU1tlJ,"[""Here's"", 'some', 'of', 'the', 'equipment', 'we', 'use', 'to', 'run', 'our', 'show!', 'https://t.co/x6cCJG8SeX', 'https://t.co/A6N8HU1tlJ']"
108,When you're 20 mins early to an advising appointment but the bitch before you goes over by 10 mins_���,"['When', ""you're"", '20', 'mins', 'early', 'to', 'an', 'advising', 'appointment', 'but', 'the', 'bitch', 'before', 'you', 'goes', 'over', 'by', '10', 'mins_���']"
109,@jaehyunim_ ohh okay..just asking for my friend..she just want to know the price..will let u know if she interested..thanks..,"['@jaehyunim_', 'ohh', 'okay..just', 'asking', 'for', 'my', 'friend..she', 'just', 'want', 'to', 'know', 'the', 'price..will', 'let', 'u', 'know', 'if', 'she', 'interested..thanks..']"
110,https://t.co/EROGWToizO Sissy�۪s wife loved the l Choosing Lingerie ��� A Very Important Role For Sissy https://t.co/sRf506OsHy,"['https://t.co/EROGWToizO', 'Sissy�۪s', 'wife', 'loved', 'the', 'l', 'Choosing', 'Lingerie', '���', 'A', 'Very', 'Important', 'Role', 'For', 'Sissy', 'https://t.co/sRf506OsHy']"
111,@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.,"['@paulmgardner', '@cwellssun', 'I', 'knew', 'a', 'guy', 'who', 'was', 'in', 'the', 'military', 'who', 'used', 'it', 'because', 'it', ""doesn't"", 'show', 'up', 'on', 'drug', 'tests.']"
112,"My mom listening to ""Hello"" what's happening to the world","['My', 'mom', 'listening', 'to', '""Hello""', ""what's"", 'happening', 'to', 'the', 'world']"
113,"If ion work one job , I work the other .","['If', 'ion', 'work', 'one', 'job', ',', 'I', 'work', 'the', 'other', '.']"
114,Lrt me at work allllllllllllllll the time!!!!!,"['Lrt', 'me', 'at', 'work', 'allllllllllllllll', 'the', 'time!!!!!']"
115,"@londontaxi_pr They were aimed at the public to make them aware,MPs should have noted their content and acted on the video from  @TheLTDA","['@londontaxi_pr', 'They', 'were', 'aimed', 'at', 'the', 'public', 'to', 'make', 'them', 'aware,MPs', 'should', 'have', 'noted', 'their', 'content', 'and', 'acted', 'on', 'the', 'video', 'from', '', '@TheLTDA']"
116,The guys over at  &amp;  gave us these Horizon 2 copies to giveaway! Info coming soon :)  https://t.co/S7QbX4HoTR,"['The', 'guys', 'over', 'at', '', '&amp;', '', 'gave', 'us', 'these', 'Horizon', '2', 'copies', 'to', 'giveaway!', 'Info', 'coming', 'soon', ':)', '', 'https://t.co/S7QbX4HoTR']"
117,"Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give up��_ https://t.co/yGQYYVCYKi","['Flexible', 'Diet', 'Plan:', 'Revealed', 'for', 'the', 'first', 'time,', 'secret', 'methods', 'for', 'losing', 'weight,', 'without', 'having', 'to', 'give', 'up��_', 'https://t.co/yGQYYVCYKi']"
118,Total loss of respect for the little twat https://t.co/eQstpYJEck,"['Total', 'loss', 'of', 'respect', 'for', 'the', 'little', 'twat', 'https://t.co/eQstpYJEck']"
119,"he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao","['he', 'needs', 'his', 'own', 'intro', 'for', 'when', 'you', 'pick', 'up', 'the', 'phone', ""'CLIFFORD"", 'ELLIS,', 'THE', 'GREATEST', 'BROCKER', 'IN', 'THE', ""WORLD'"", 'lmfao']"
120,Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN,"['Fortune', 'favors', 'the', 'funny', 'in', 'Guatemala', 'election:', 'https://t.co/E1Qa16AweK', 'https://t.co/c8nvJn3VaN']"
121,"Women�۪s soccer extends streak, stays atop conference: On a rainy night in Seattle, the No. 4 Stanford women�۪s��_ https://t.co/7WvyNZsgqa","['Women�۪s', 'soccer', 'extends', 'streak,', 'stays', 'atop', 'conference:', 'On', 'a', 'rainy', 'night', 'in', 'Seattle,', 'the', 'No.', '4', 'Stanford', 'women�۪s��_', 'https://t.co/7WvyNZsgqa']"
122,@megwacha Actually the UC announcement seems like it could be related to that.,"['@megwacha', 'Actually', 'the', 'UC', 'announcement', 'seems', 'like', 'it', 'could', 'be', 'related', 'to', 'that.']"
123,On Air : Back To The Future - Alan Silvestri - #BackToTheFuture on https://t.co/rbWJRByxt1,"['On', 'Air', ':', 'Back', 'To', 'The', 'Future', '-', 'Alan', 'Silvestri', '-', '#BackToTheFuture', 'on', 'https://t.co/rbWJRByxt1']"
124,Would ���The Affair�۪ Be Easier To Watch If The Kids Weren�۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/o6jpVaUFdz,"['Would', '���The', 'Affair�۪', 'Be', 'Easier', 'To', 'Watch', 'If', 'The', 'Kids', 'Weren�۪t', 'Such', 'Brats?', '[Spoilers]:', 'The', 'Showtime', 'series', 'The', 'Affa...', 'https://t.co/o6jpVaUFdz']"
125,"NBD, This Comet Is Spewing Gallons of Wine In Space: Scientists have discovered that the comet Lovejoy is spew... https://t.co/42Fa4wwoA1","['NBD,', 'This', 'Comet', 'Is', 'Spewing', 'Gallons', 'of', 'Wine', 'In', 'Space:', 'Scientists', 'have', 'discovered', 'that', 'the', 'comet', 'Lovejoy', 'is', 'spew...', 'https://t.co/42Fa4wwoA1']"
126,The Single Girls Handbook https://t.co/2HyF2pFcID,"['The', 'Single', 'Girls', 'Handbook', 'https://t.co/2HyF2pFcID']"
127,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.,"['Stats', 'for', 'the', 'day', 'have', 'arrived.', '1', 'new', 'unfollower.', 'Stats', 'via', 'https://t.co/VuMDKp70A7.']"
128,#VivienLeigh Gone With The Wind Clark Gable Vivien Leigh #Photo https://t.co/yVO2B34jrw #Film #Actress,"['#VivienLeigh', 'Gone', 'With', 'The', 'Wind', 'Clark', 'Gable', 'Vivien', 'Leigh', '#Photo', 'https://t.co/yVO2B34jrw', '#Film', '#Actress']"
129,#newark Hornell Football: Bringing back the tradition https://t.co/Red8ZEivVs,"['#newark', 'Hornell', 'Football:', 'Bringing', 'back', 'the', 'tradition', 'https://t.co/Red8ZEivVs']"
130,good seeing you tonight @Caspar_Lee _��� enjoy the film xx,"['good', 'seeing', 'you', 'tonight', '@Caspar_Lee', '_���', 'enjoy', 'the', 'film', 'xx']"
131,"Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK","[""Kaito's"", 'song', 'is', 'about', 'chasing', 'after', 'an', 'idealized', 'version', 'of', 'himself,', 'but', 'in', 'the', 'real', 'world,', ""he's"", 'alone.', '#starmyu', 'https://t.co/TvLbxrYMRK']"
132,Photo: The Fellowship of the Ring: Book One in the Lord of the Rings��_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e,"['Photo:', 'The', 'Fellowship', 'of', 'the', 'Ring:', 'Book', 'One', 'in', 'the', 'Lord', 'of', 'the', 'Rings��_:', 'https://t.co/4A1v5WdDd4', 'https://t.co/Hyosq3fr5e']"
133,"I kept telling myself the temptations would let me in,
And they did.","['I', 'kept', 'telling', 'myself', 'the', 'temptations', 'would', 'let', 'me', 'in,\nAnd', 'they', 'did.']"
134,Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY,"['Photo:', 'Snow', 'Queen', '-', 'Vlad', 'Barbe', '|', 'Kids', '&amp;', 'Family', '|716822518:', 'The', 'Snow', 'Queen', 'is', 'a', 'fairy', 'tale', 'by', 'Hans', 'Christian...', 'https://t.co/CC4qqNHvjY']"
135,"Fool me three times, fuck the peace signs
Load the chopper, let it rain on you","['Fool', 'me', 'three', 'times,', 'fuck', 'the', 'peace', 'signs\nLoad', 'the', 'chopper,', 'let', 'it', 'rain', 'on', 'you']"
136,#EdmHoneys Amazon celebrates new vinyl store in unveiling the �۪13 Day��_ https://t.co/DgRUeR3Ap5 #EDM  #Followback https://t.co/r6NsubvNNr,"['#EdmHoneys', 'Amazon', 'celebrates', 'new', 'vinyl', 'store', 'in', 'unveiling', 'the', '�۪13', 'Day��_', 'https://t.co/DgRUeR3Ap5', '#EDM', '', '#Followback', 'https://t.co/r6NsubvNNr']"
137,La Leccion- The 5 Love,"['La', 'Leccion-', 'The', '5', 'Love']"
138,"#business Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over��_ https://t.co/UZ1WZEqeZg","['#business', 'Gala', 'Bingo', 'clubs', 'bought', 'for', '�241m:', 'The', ""UK's"", 'largest', 'High', 'Street', 'bingo', 'operator,', 'Gala,', 'is', 'being', 'taken', 'over��_', 'https://t.co/UZ1WZEqeZg']"
139,"The world(esp EqAnon island)needs more people like @EQcompliments, @HorseShowTutor, @StudioOnWhitney, @DejavuEq &amp; @AthleticEq #AmazingLadies","['The', 'world(esp', 'EqAnon', 'island)needs', 'more', 'people', 'like', '@EQcompliments,', '@HorseShowTutor,', '@StudioOnWhitney,', '@DejavuEq', '&amp;', '@AthleticEq', '#AmazingLadies']"
140,@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored,"['@bentorkington', '@NZInlandRevenue', ""...don't"", 'bother', 'with', 'KiwiSaver', 'until', 'the', 'kickstart', 'fund', 'is', 'restored']"
141,"No matter the results, words can't express how proud I am of @csunfasa! All the dedication these new &amp; old members gave left me speechless!","['No', 'matter', 'the', 'results,', 'words', ""can't"", 'express', 'how', 'proud', 'I', 'am', 'of', '@csunfasa!', 'All', 'the', 'dedication', 'these', 'new', '&amp;', 'old', 'members', 'gave', 'left', 'me', 'speechless!']"
142,Hello from the... Nah,"['Hello', 'from', 'the...', 'Nah']"
143,"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth","['""Came', 'into', 'the', 'game', 'when', 'white', 'rappers', ""weren't"", 'a', 'cliche""\n\n@classified', ""spittin'"", 'that', 'truth']"
144,Dirtiest Players in the NFL https://t.co/SdyNBeG69e,"['Dirtiest', 'Players', 'in', 'the', 'NFL', 'https://t.co/SdyNBeG69e']"
145,"whoa whoa whoa hold up, there's a Dragon's Lair movie kickstarter????? https://t.co/jdbDRler93","['whoa', 'whoa', 'whoa', 'hold', 'up,', ""there's"", 'a', ""Dragon's"", 'Lair', 'movie', 'kickstarter?????', 'https://t.co/jdbDRler93']"
146,This Wed The @walrusmagazine Talks Cities of #Migration with #TRSM @RyersonU. Get your tickets here: https://t.co/kqAzWIMo8S,"['This', 'Wed', 'The', '@walrusmagazine', 'Talks', 'Cities', 'of', '#Migration', 'with', '#TRSM', '@RyersonU.', 'Get', 'your', 'tickets', 'here:', 'https://t.co/kqAzWIMo8S']"
147,@EVINELive yep just had to wait until the next day,"['@EVINELive', 'yep', 'just', 'had', 'to', 'wait', 'until', 'the', 'next', 'day']"
148,"For the first time, the @AmerAcadPeds��is recommending that pediatricians screen all children for food insecurity https://t.co/6ETENmYVAo","['For', 'the', 'first', 'time,', 'the', '@AmerAcadPeds��is', 'recommending', 'that', 'pediatricians', 'screen', 'all', 'children', 'for', 'food', 'insecurity', 'https://t.co/6ETENmYVAo']"
149,���@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3�۝ ������������������,"['���@thacelebritea', 'Seen', 'on', 'the', 'Scene:', 'Spotted', '#RavenSymone', 'out', 'and', 'about', 'earlier', 'this', 'week', '[r.p', '@theybfdaily', ']', 'https://t.co/sjNH93a0L3�\u06dd', '������������������']"
150,"FFS, i don't know if im going to love Simple Plan's new album, like the songs iv heard from it from it so far are meh and im like o sht noo.","['FFS,', 'i', ""don't"", 'know', 'if', 'im', 'going', 'to', 'love', 'Simple', ""Plan's"", 'new', 'album,', 'like', 'the', 'songs', 'iv', 'heard', 'from', 'it', 'from', 'it', 'so', 'far', 'are', 'meh', 'and', 'im', 'like', 'o', 'sht', 'noo.']"
151,"@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol _���_���","['@justinbieber', '', 'Too', 'much', 'swag', 'the', 'Acoustic', 'version.', 'you', 'are', 'too', 'cool,', 'kept', 'silent', 'makes', 'me', 'laughter', 'has', 'the', 'end', 'with', 'vibratos', 'lol', '_���_���']"
152,Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow,"['Listen', 'to', '@johnmdonnelly', 'discussing', 'his', 'exclusive', 'reporting', 'on', 'potentially', 'fatal', 'flaws', 'in', '#F35', 'ejector', 'seat', 'https://t.co/rZ1BEKbY6P', '@CQnow']"
153,https://t.co/SZAdbkG6Y9 &gt;&gt; Rangers Blue Line: Antti Raanta calls in and looking at the 6-2-2 Rangers https://t.co/dXa3JypzQZ,"['https://t.co/SZAdbkG6Y9', '&gt;&gt;', 'Rangers', 'Blue', 'Line:', 'Antti', 'Raanta', 'calls', 'in', 'and', 'looking', 'at', 'the', '6-2-2', 'Rangers', 'https://t.co/dXa3JypzQZ']"
154,@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.,"['@BarCampPhilly', '@FlipperPA', 'Yes!', 'Would', 'love', 'to', 'throw', 'in', 'the', 'hat', 'in', 'for', 'a', 'couple', 'local', 'folks', 'over', 'at', '@iQmediacorp.', 'Happy', 'to', 'arrange', 'a', 'meet.']"
155,@rockdoves hes the only one we're missing,"['@rockdoves', 'hes', 'the', 'only', 'one', ""we're"", 'missing']"
156,"Coffee Taster's Flavor Wheel from the SCAA
#coffee
https://t.co/GOLukszOLU https://t.co/HJHczkaiQy","['Coffee', ""Taster's"", 'Flavor', 'Wheel', 'from', 'the', 'SCAA\n#coffee\nhttps://t.co/GOLukszOLU', 'https://t.co/HJHczkaiQy']"
157,We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia,"['We', 'have', 'a', 'chance', 'for', 'the', 'first', 'time', 'in', 'decades', 'to', 'elect', 'someone', 'who', 'will', 'not', 'be', 'owned', 'by', 'lobby', 'groups', 'or', 'big', 'corporations.', 'Or', 'Saudi', 'Arabia']"
158,The Walking Dead 6��04 Promo Season 6 Episode 4 Promo https://t.co/ndyE1XzvDu #HotNews #geekinitiative,"['The', 'Walking', 'Dead', '6��04', 'Promo', 'Season', '6', 'Episode', '4', 'Promo', 'https://t.co/ndyE1XzvDu', '#HotNews', '#geekinitiative']"
159,Finally realized I'll never get the answers I want,"['Finally', 'realized', ""I'll"", 'never', 'get', 'the', 'answers', 'I', 'want']"
160,"Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over by��_ https://t.co/X93A410ODN","['Gala', 'Bingo', 'clubs', 'bought', 'for', '�241m:', 'The', ""UK's"", 'largest', 'High', 'Street', 'bingo', 'operator,', 'Gala,', 'is', 'being', 'taken', 'over', 'by��_', 'https://t.co/X93A410ODN']"
161,I saw and met @MarinasDiamonds five months ago today.  I'm forever grateful for the opportunity I was given. _�ե_��_ https://t.co/vLrCSnqN2I,"['I', 'saw', 'and', 'met', '@MarinasDiamonds', 'five', 'months', 'ago', 'today.', '', ""I'm"", 'forever', 'grateful', 'for', 'the', 'opportunity', 'I', 'was', 'given.', '_�ե_��_', 'https://t.co/vLrCSnqN2I']"
162,"Starbucks Mobile Ordering Comes to the UK - Mobile Marketing https://t.co/YeCugANJLy
#emarketingmkt412","['Starbucks', 'Mobile', 'Ordering', 'Comes', 'to', 'the', 'UK', '-', 'Mobile', 'Marketing', 'https://t.co/YeCugANJLy\n#emarketingmkt412']"
163,The little things you do always get me heated,"['The', 'little', 'things', 'you', 'do', 'always', 'get', 'me', 'heated']"
164,@theugadawg I hoped we had a chip on our shoulder when we kept dropping in rank even though we won our games early in the year but we didn't,"['@theugadawg', 'I', 'hoped', 'we', 'had', 'a', 'chip', 'on', 'our', 'shoulder', 'when', 'we', 'kept', 'dropping', 'in', 'rank', 'even', 'though', 'we', 'won', 'our', 'games', 'early', 'in', 'the', 'year', 'but', 'we', ""didn't""]"
165,#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE,"['#Pennsylvania', 'Believing', 'in', 'yourself', 'is', 'the', 'first', 'secret', 'to', 'success!', 'https://t.co/9sIPL3VcxE']"
166,"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ","['Corporate', 'welfare', 'is', 'the', 'worst.', 'Dark', 'funds', 'for', 'the', 'Military', 'industrial', 'complex', 'is', 'another.', '\n\nAll', 'these', 'posts', 'with...', 'https://t.co/awmdynzFxZ']"
167,"Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance
- See more &gt;&gt;... https://t.co/b1Rw1LkjHG","['Rapper', 'Tyga', 'to', 'appear', 'on', 'the', 'next', 'season', 'of', 'KUWTK', 'and', 'he', 'Will', 'Get', '$25k', 'Per', 'Appearance\n-', 'See', 'more', '&gt;&gt;...', 'https://t.co/b1Rw1LkjHG']"
168,Next Xbox One Backwards-Compatible Game Revealed: This 2008 racing game is the latest to join the lineup. https://t.co/H4QgKxg0sU,"['Next', 'Xbox', 'One', 'Backwards-Compatible', 'Game', 'Revealed:', 'This', '2008', 'racing', 'game', 'is', 'the', 'latest', 'to', 'join', 'the', 'lineup.', 'https://t.co/H4QgKxg0sU']"
169,"@JesseLaGreca @DanteAtkins
The lies &amp; distortions which led 2 today's #GOP fringe political psychosis goes back to the 1979 #Reagan Campaign","['@JesseLaGreca', '@DanteAtkins\nThe', 'lies', '&amp;', 'distortions', 'which', 'led', '2', ""today's"", '#GOP', 'fringe', 'political', 'psychosis', 'goes', 'back', 'to', 'the', '1979', '#Reagan', 'Campaign']"
