,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
1936,Lt Mballa NDI has honored the entire nation .,"O O O O O O O O O
","['Lt', 'Mballa', 'NDI', 'has', 'honored', 'the', 'entire', 'nation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'I-location', 'O', 'O', 'B-disease', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'I-bacterium', 'O', 'I-bacterium', 'O', 'I-animal', 'O']"
1937,"You never know which mosquito has it , so that ’ s why we ’ re stressing to people to wear [ protective gear ] , Hyland said .","O O O O B-animal O O O O O O O O O O O O O B-person O O O O O O O B-person O O
","['You', 'never', 'know', 'which', 'mosquito', 'has', 'it', ',', 'so', 'that', '’', 's', 'why', 'we', '’', 're', 'stressing', 'to', 'people', 'to', 'wear', '[', 'protective', 'gear', ']', ',', 'Hyland', 'said', '.']","['O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'I-time', 'B-animal', 'O', 'O', 'I-animal', 'O', 'O', 'I-organization', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'B-person', 'B-organization', 'O']","['O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'B-person', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-animal', 'O']","['O', 'O', 'I-symptom', 'O', 'B-animal', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'B-animal', 'O', 'O']"
1938,"In Quebec , 400 625 people have contracted the virus and 11 315 have died as a result of complications since the beginning of the pandemic , including the 782 more cases and two more deaths reported on Thursday .","O B-location O B-person I-person I-person O O O B-virus O O O O O O O O O O O O O O O O O O O B-person I-person I-person O O O O O O B-time O
","['In', 'Quebec', ',', '400', '625', 'people', 'have', 'contracted', 'the', 'virus', 'and', '11', '315', 'have', 'died', 'as', 'a', 'result', 'of', 'complications', 'since', 'the', 'beginning', 'of', 'the', 'pandemic', ',', 'including', 'the', '782', 'more', 'cases', 'and', 'two', 'more', 'deaths', 'reported', 'on', 'Thursday', '.']","['O', 'B-location', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['I-person', 'B-location', 'O', 'B-person', 'I-person', 'I-person', 'B-person', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'B-person', 'I-person', 'I-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'B-location', 'I-person', 'B-person', 'I-person', 'I-person', 'I-product', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'I-bacterium', 'I-location', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'B-location', 'O', 'B-person', 'I-person', 'B-time', 'O', 'O', 'O', 'B-virus', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-location', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'B-location', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-virus', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'I-virus', 'I-person', 'I-person', 'O', 'O', 'O', 'B-person', 'O', 'I-animal', 'B-time', 'O']"
1939,"And while the current outbreaks aren't as widespread as those in the fall , it's not a time for premature celebration , Petersen said .","O O O O O O O O O O O O B-time O O O O O O O O O B-person O O
","['And', 'while', 'the', 'current', 'outbreaks', ""aren't"", 'as', 'widespread', 'as', 'those', 'in', 'the', 'fall', ',', ""it's"", 'not', 'a', 'time', 'for', 'premature', 'celebration', ',', 'Petersen', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'B-time', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-location', 'B-bacterium', 'O', 'O', 'I-bacterium', 'O', 'B-symptom', 'O', 'B-person', 'O', 'O']","['O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-disease', 'I-bacterium', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-product', 'O']"
1940,Vet Caroline Taylor urged pet owners to keep up with vaccinations and consider getting a second dose earlier than usual .,"O B-person I-person O B-person I-person O O O O O O O O O O O O O O O
","['Vet', 'Caroline', 'Taylor', 'urged', 'pet', 'owners', 'to', 'keep', 'up', 'with', 'vaccinations', 'and', 'consider', 'getting', 'a', 'second', 'dose', 'earlier', 'than', 'usual', '.']","['O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O']","['B-disease', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'B-symptom', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-bacterium', 'I-person', 'O', 'B-person', 'I-person', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1941,"Officials at the Institut Pasteur confirmed the case after testing samples taken from an 18-year - old Guinean woman , health minister Pierre N ’ Gou Demba said on RTI state television .","B-person O O B-organization I-organization O O O O O O O O B-person I-person I-person I-person I-person I-person O O O B-person I-person I-person I-person I-person O O B-organization O O O
","['Officials', 'at', 'the', 'Institut', 'Pasteur', 'confirmed', 'the', 'case', 'after', 'testing', 'samples', 'taken', 'from', 'an', '18-year', '-', 'old', 'Guinean', 'woman', ',', 'health', 'minister', 'Pierre', 'N', '’', 'Gou', 'Demba', 'said', 'on', 'RTI', 'state', 'television', '.']","['B-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['B-person', 'O', 'O', 'B-organization', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-person', 'I-animal', 'I-person', 'I-person', 'I-person', 'O', 'O', 'I-disease', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['B-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-virus', 'I-person', 'I-person', 'I-person', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['B-person', 'B-bacterium', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'B-person', 'B-time', 'I-person', 'I-person', 'I-time', 'I-bacterium', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['B-person', 'O', 'O', 'B-organization', 'I-organization', 'I-animal', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'B-location', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'B-time', 'O', 'O', 'B-organization', 'O', 'O', 'O']"
1942,"Upon inquiry , it was found that the G138 train with a certain person departed from Shanghai Hongqiao , with the terminal being Beijing South Station , passing through Zhenjiang Jiangnan , Nanjing South , Suzhou East , Tai'an , Jinan West , and Tianjin South stations , the entire journey time being 6 hours and 2 minutes .","O O O O O O O O O O O O O B-person O O B-location I-location O O O O O B-location I-location I-location O O O B-location I-location O B-location I-location O B-location I-location O B-location O B-location I-location O O B-location I-location O O O O O O O O O O O O O
","['Upon', 'inquiry', ',', 'it', 'was', 'found', 'that', 'the', 'G138', 'train', 'with', 'a', 'certain', 'person', 'departed', 'from', 'Shanghai', 'Hongqiao', ',', 'with', 'the', 'terminal', 'being', 'Beijing', 'South', 'Station', ',', 'passing', 'through', 'Zhenjiang', 'Jiangnan', ',', 'Nanjing', 'South', ',', 'Suzhou', 'East', ',', ""Tai'an"", ',', 'Jinan', 'West', ',', 'and', 'Tianjin', 'South', 'stations', ',', 'the', 'entire', 'journey', 'time', 'being', '6', 'hours', 'and', '2', 'minutes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'B-virus', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'B-location', 'I-location', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'B-location', 'I-location', 'B-animal', 'B-location', 'I-location', 'O', 'B-location', 'B-symptom', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'B-animal', 'O', 'B-symptom', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'B-person', 'B-animal', 'O', 'B-location', 'I-location', 'I-virus', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'I-person', 'I-location', 'O', 'B-location', 'I-location', 'O', 'I-location', 'B-virus', 'B-location', 'I-location', 'O', 'O', 'I-time', 'I-location', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O']","['O', 'I-symptom', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-person', 'B-symptom', 'O', 'B-animal', 'I-disease', 'O', 'B-symptom', 'O', 'O', 'O', 'B-location', 'I-location', 'B-bacterium', 'O', 'O', 'I-person', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'B-bacterium', 'I-product', 'I-location', 'O', 'B-location', 'O', 'B-location', 'I-location', 'B-product', 'O', 'B-location', 'I-location', 'O', 'O', 'B-bacterium', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1943,"The cases involved the prevention and control of infectious diseases , violent injury to medical treatment , obstruction of official duties , epidemic fraud , counterfeiting and other types of crime .","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
","['The', 'cases', 'involved', 'the', 'prevention', 'and', 'control', 'of', 'infectious', 'diseases', ',', 'violent', 'injury', 'to', 'medical', 'treatment', ',', 'obstruction', 'of', 'official', 'duties', ',', 'epidemic', 'fraud', ',', 'counterfeiting', 'and', 'other', 'types', 'of', 'crime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O']"
1944,"Of the newly diagnosed cases , 426 were community - transmitted infections and 157 were imported cases , mostly from Thailand .","O O O O B-person O B-person I-person I-person I-person I-person I-person O B-person I-person I-person I-person O O O B-location O
","['Of', 'the', 'newly', 'diagnosed', 'cases', ',', '426', 'were', 'community', '-', 'transmitted', 'infections', 'and', '157', 'were', 'imported', 'cases', ',', 'mostly', 'from', 'Thailand', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'B-product', 'B-location', 'O']","['O', 'I-animal', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'I-person', 'I-person', 'I-person', 'B-virus', 'B-person', 'I-person', 'I-person', 'I-person', 'O', 'O', 'I-time', 'B-location', 'O']","['O', 'O', 'O', 'I-time', 'B-person', 'O', 'B-person', 'I-person', 'B-time', 'I-person', 'I-person', 'I-person', 'I-disease', 'B-person', 'I-product', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'O']"
1945,She should still be tested and be on the lookout for symptoms up to 14 days after the date of exposure .,"O O O O O O O O O O O O O O O O O O O O O O
","['She', 'should', 'still', 'be', 'tested', 'and', 'be', 'on', 'the', 'lookout', 'for', 'symptoms', 'up', 'to', '14', 'days', 'after', 'the', 'date', 'of', 'exposure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'I-bacterium', 'O', 'B-time', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'B-disease', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-time', 'I-product', 'O', 'I-virus', 'O', 'O', 'B-organization', 'B-organization', 'I-disease', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1946,"Since the beginning of the epidemic , 29 814 cases of Covid-19 have been recorded in the territory of Guyana .","O O O O O O O B-person I-person I-person O B-disease O O O O O O O B-location O
","['Since', 'the', 'beginning', 'of', 'the', 'epidemic', ',', '29', '814', 'cases', 'of', 'Covid-19', 'have', 'been', 'recorded', 'in', 'the', 'territory', 'of', 'Guyana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-person', 'I-person', 'B-bacterium', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'I-person', 'I-person', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'B-person', 'O']","['O', 'O', 'I-symptom', 'O', 'O', 'O', 'I-time', 'B-person', 'I-person', 'I-person', 'O', 'B-disease', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['I-product', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-disease', 'B-time', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
1947,( Photo : Indian residents wear face masks outside a Medical College hospital in response to the Nipah virus outbreak © Getty images ) .,"O O O B-location B-person O B-product I-product O O O O O O O O O B-virus I-virus O O B-organization O O O
","['(', 'Photo', ':', 'Indian', 'residents', 'wear', 'face', 'masks', 'outside', 'a', 'Medical', 'College', 'hospital', 'in', 'response', 'to', 'the', 'Nipah', 'virus', 'outbreak', '©', 'Getty', 'images', ')', '.']","['O', 'O', 'O', 'B-location', 'B-person', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['O', 'O', 'O', 'B-location', 'B-person', 'O', 'B-product', 'I-product', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['O', 'O', 'O', 'B-location', 'B-person', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-virus', 'I-person', 'O', 'O', 'B-organization', 'O', 'O', 'O']","['O', 'O', 'O', 'B-location', 'B-person', 'O', 'B-product', 'I-product', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'I-animal', 'O', 'I-animal', 'B-virus', 'I-virus', 'O', 'O', 'B-organization', 'I-person', 'I-product', 'O']","['B-time', 'B-virus', 'I-organization', 'B-location', 'B-bacterium', 'O', 'B-symptom', 'I-product', 'O', 'B-disease', 'B-location', 'O', 'O', 'B-symptom', 'B-symptom', 'O', 'O', 'B-virus', 'I-animal', 'O', 'I-organization', 'B-organization', 'O', 'I-person', 'O']"
1948,"These measures are intended to contain any further outbreak , after a disastrous year for duck breeders .","O O O O O O O O O O O O O O O B-person I-person O
","['These', 'measures', 'are', 'intended', 'to', 'contain', 'any', 'further', 'outbreak', ',', 'after', 'a', 'disastrous', 'year', 'for', 'duck', 'breeders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'B-disease', 'I-product', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-person', 'I-person', 'O']","['O', 'O', 'B-virus', 'O', 'O', 'I-virus', 'O', 'O', 'B-product', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-person', 'B-symptom', 'O']"
1949,""" Previous experience and data tell us that this wave has not reached its peak yet , "" Matthíasson warned .","O O O O O O O O O O O O O O O O O O B-person O O
","['""', 'Previous', 'experience', 'and', 'data', 'tell', 'us', 'that', 'this', 'wave', 'has', 'not', 'reached', 'its', 'peak', 'yet', ',', '""', 'Matthíasson', 'warned', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'B-person', 'I-organization', 'O']","['O', 'I-animal', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'I-virus', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'B-person', 'O', 'O']"
1950,"In this way , the patients that have recovered from the treatment are expected to be fully healthy , she says .","O O O O O B-person O O O O O O O O O O O O O O O O
","['In', 'this', 'way', ',', 'the', 'patients', 'that', 'have', 'recovered', 'from', 'the', 'treatment', 'are', 'expected', 'to', 'be', 'fully', 'healthy', ',', 'she', 'says', '.']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-disease', 'I-animal', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-time', 'O', 'O', 'O', 'B-person', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'B-time', 'O', 'B-animal', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'I-virus', 'B-person', 'O', 'B-product', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'O']","['O', 'I-virus', 'O', 'I-product', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1951,58 are in ICU - down one over the same period .,"O O O O O O O O O O O O
","['58', 'are', 'in', 'ICU', '-', 'down', 'one', 'over', 'the', 'same', 'period', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'I-symptom', 'B-organization']","['O', 'B-product', 'O', 'O', 'O', 'I-person', 'O', 'O', 'I-location', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
