,tweets_tok,ner_BIO_full,tweets_full_text,ner_BIO_full_text
1388,"['@SweetTartelette', 'Glad', 'to', 'hear', 'they', 'are', 'okay', '.', 'A', 'drunk', 'ran', 'into', 'the', 'back', 'of', 'my', 'son', ""'s"", 'car', 'this', 'week', '.', 'He', 'said', 'it', 'was', 'frightening', '.', 'N']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@SweetTartelette Glad to hear they are okay . A drunk ran into the back of my son 's car this week . He said it was frightening . N,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1389,"['Dearrykas', '#1', 'rule', 'of', 'lifenever', 'date', 'someone', 'who', 'lives', 'by', 'you', 'it', 'only', 'causes', 'troublr', 'when', 'you', 'break', 'up']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Dearrykas #1 rule of lifenever date someone who lives by you it only causes troublr when you break up,O O O O O O O O O O O O O O O O O O O
1390,"['Today', ""'s"", 'cheer', 'went', 'from', 'awful', 'to', 'awesome', 'from', 'the', 'moment', 'I', 'realized', 'I', 'did', 'not', 'have', 'class', 'today', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Today 's cheer went from awful to awesome from the moment I realized I did not have class today .,O O O O O O O O O O O O O O O O O O O O
1391,"['Jupiter', ':', 'Closest', 'Approach', 'in', 'Nearly', '50', 'years', '.', 'Catch', 'it', 'nxt', 'week', '.', 'It', 'wnt', 'B', 'that', 'big', 'or', 'bright', 'again', 'til', '2022', 'http://bit.ly/d5Bzx7']","['B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jupiter : Closest Approach in Nearly 50 years . Catch it nxt week . It wnt B that big or bright again til 2022 http://bit.ly/d5Bzx7,B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O
1392,"['Nice', 'and', 'easy', 'as', 'I', 'take', 'my', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Nice and easy as I take my time .,O O O O O O O O O
1393,"['Great', 'week', 'for', 'music', 'with', '@blindoldfreak', ',', 'UNKLE', '&amp;', '@trent_reznor', 'all', 'putting', 'out', 'new', 'releases', '.', 'Amazing', 'stuff', '.', '**Support', 'decent', 'music**']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Great week for music with @blindoldfreak , UNKLE &amp; @trent_reznor all putting out new releases . Amazing stuff . **Support decent music**",O O O O O O O B-musicartist O O O O O O O O O O O O O O
1394,"['\'""', 'When', 'I', 'think', 'of', 'the', 'Fearless', 'Tour', ',', 'I', 'think', 'of', 'how', 'this', 'is', 'one', 'of', 'the', 'golden', 'ages', 'of', 'my', 'life', '.', 'High', 'school', '...""', ""http://tumblr.com/xbhiucqso'""]","['O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'"" When I think of the Fearless Tour , I think of how this is one of the golden ages of my life . High school ..."" http://tumblr.com/xbhiucqso'",O O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O
1395,"['@jonasbrothers', 'concert', 'tomorrow', 'with', 'my', 'crazy', 'chicaaa']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",@jonasbrothers concert tomorrow with my crazy chicaaa,O O O O O O O
1396,"['Do', 'any', 'of', 'you', 'take', 'the', 'time', 'to', 'look', 'up', 'at', 'the', 'stars', 'at', 'night', '?', '#Anybody', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Do any of you take the time to look up at the stars at night ? #Anybody ?,O O O O O O O O O O O O O O O O O O
1397,"['football', 'game', 'tonight', '!', 'ahh', 'im', 'so', 'nervous', 'about', 'our', 'dance', '!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",football game tonight ! ahh im so nervous about our dance !!,O O O O O O O O O O O O
1398,"['Belief', 'happens', 'for', 'most', 'from', 'the', '&quot;', ""gut'-Oh"", 'there', 'may', 'be', 'some', 'mental', 'stimulus', '..', 'But', 'feeling', 'often', 'has', 'more', 'to', 'do', 'with', 'it', '@WestonLockley']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Belief happens for most from the &quot; gut'-Oh there may be some mental stimulus .. But feeling often has more to do with it @WestonLockley,O O O O O O O O O O O O O O O O O O O O O O O O O
1399,"['Amazon', 'U.K.', 'Offering', 'HTC', 'Desire', 'Z', 'Unlocked', 'October', '11', ':', 'We', 'just', 'got', 'official', 'word', 'of', 'the', 'HTC', 'Desire', 'Z', 'earlier', 'in', 'Lo', '...', 'http://bit.ly/bsyz9H']","['O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O']",Amazon U.K. Offering HTC Desire Z Unlocked October 11 : We just got official word of the HTC Desire Z earlier in Lo ... http://bit.ly/bsyz9H,O O O B-product I-product I-product O O O O O O O O O O O B-product I-product I-product O O O O O
1400,"['eh', '?', 'horner', ""'s"", 'on', 'the', '#uspro', 'start', 'list', ':', 'RT', '@hornerakg', ':', 'Heading', 'to', '@clarkscornerca', 'for', 'Q&amp;A', '.', 'Back', 'in', 'Ione', 'to', 'ride', 'tomorrow', '!', 'http://ow.ly/2G4ti']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O']",eh ? horner 's on the #uspro start list : RT @hornerakg : Heading to @clarkscornerca for Q&amp;A . Back in Ione to ride tomorrow ! http://ow.ly/2G4ti,O O O O O O O O O O O O O O O O O O O O O B-company O O O O O
1401,"['#plan', 'Land', 'of', 'Talk', '-', 'Minneapolis', '(', 'First', 'Avenue', 'and', '7th', 'St', 'Entry', ')', 'Wed', ',', 'Sep', '29', ',', '2010', 'http://planca.st/AwQ']","['O', 'B-other', 'I-other', 'I-other', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","#plan Land of Talk - Minneapolis ( First Avenue and 7th St Entry ) Wed , Sep 29 , 2010 http://planca.st/AwQ",O B-other I-other I-other O B-geo-loc O O O O O O O O O O O O O O O
1402,"['@winashbrown', 'If', 'that', 'auto', 'URL', 'shortening', 'could', 'work', 'I', 'might', 'stick', 'with', 'SD2', 'for', 'a', 'while', '-', 'that', 'saves', 'me', '3', 'or', '4', 'steps', 'when', 'I', 'am', 'tweeting', 'links']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@winashbrown If that auto URL shortening could work I might stick with SD2 for a while - that saves me 3 or 4 steps when I am tweeting links,O O O O O O O O O O O O B-product O O O O O O O O O O O O O O O O
1403,"['is', 'there', 'actually', 'anything', 'on', 'UK', 'tv', 'tonight', '!']","['O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O']",is there actually anything on UK tv tonight !,O O O O O B-geo-loc O O O
1404,"['anyone', 'else', 'ever', 'have', 'a', 'problem', 'moving', 'a', 'Hyper', 'V', 'guest', 'from', 'a', 'server', '2008', 'to', 'server', '2008', 'R2', 'host', '?', 'Having', 'strange', 'lock', 'up', 'after', 'the', 'move', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",anyone else ever have a problem moving a Hyper V guest from a server 2008 to server 2008 R2 host ? Having strange lock up after the move ..,O O O O O O O O B-other I-other O O O B-product I-product O B-product I-product I-product O O O O O O O O O O
1405,"['Oh', 'sneaks', ',', 'how', 'I', 'love', 'turning', 'on', 'my', 'computer', '(', 'or', 'well', 'my', 'dad', ""'s"", 'as', 'case', 'may', 'be', ')', 'and', 'finding', 'me', 'some', 'sneaks', '.', ""Can't"", 'wait', 'for', 'Thursday', '!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Oh sneaks , how I love turning on my computer ( or well my dad 's as case may be ) and finding me some sneaks . Can't wait for Thursday !!",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1406,"['@aaronpfenning', 'is', 'there', 'any', 'chance', ""we'll"", 'be', 'able', 'to', 'buy', 'some', 'of', 'your', 'music', 'by', 'the', 'time', 'you', 'start', 'touring', 'again', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@aaronpfenning is there any chance we'll be able to buy some of your music by the time you start touring again ?,O O O O O O O O O O O O O O O O O O O O O O
1407,"['@Littlesapling', 'You', 'said', 'that', 'last', 'week', 'Ash', '.', 'I', 'think', 'you', 'need', 'a', '12', 'step', 'program', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@Littlesapling You said that last week Ash . I think you need a 12 step program .,O O O O O O B-person O O O O O O O O O O
1408,"['Prophet', 'Muhammad', '[', 'peace', '&amp;', 'blessings', 'of', 'Allah', 'be', 'upon', 'him', ']', 'said', ':""', 'Take', 'advantage', 'of', 'five', 'matters', 'before', 'five', 'other', '...', 'http://fb.me/A25CPleD']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Prophet Muhammad [ peace &amp; blessings of Allah be upon him ] said :"" Take advantage of five matters before five other ... http://fb.me/A25CPleD",B-person I-person O O O O O B-person O O O O O O O O O O O O O O O O
1409,"['Any', '1', 'know', 'when', 'season', '3', 'True', 'Blood', 'is', 'back', 'on', 'the', 'telly', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tvshow', 'I-tvshow', 'O', 'O', 'O', 'O', 'O', 'O']",Any 1 know when season 3 True Blood is back on the telly ?,O O O O O O B-tvshow I-tvshow O O O O O O
1410,"['RT', '@high_n_fly', ':', '#FACT', 'when', 'you', 'are', 'comfortable', 'with', 'yourself', 'nothing', 'else', 'matters', 'nobody', 'can', 'tell', 'you', 'about', 'yourself', '#HnF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @high_n_fly : #FACT when you are comfortable with yourself nothing else matters nobody can tell you about yourself #HnF,O O O O O O O O O O O O O O O O O O O O
1411,"['the', 'day', '@justinbieber', 'gets', 'a', 'girlfriend', 'is', 'the', 'day', 'world', 'war', '3', 'starts', 'lol', ':)', 'true', 'story']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",the day @justinbieber gets a girlfriend is the day world war 3 starts lol :) true story,O O O O O O O O O O O O O O O O O
1412,"['Lol', 'girrrrrrl', '.', ""I'm"", 'very', 'lucky', 'but', 'everything', 'is', 'work', '.', 'Yours', 'will', 'come', 'when', 'its', 'supposed', 'to', 'RT', '@_katesit_', ""Can't"", '(', 'cont', ')', 'http://tl.gd/63aq2c']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lol girrrrrrl . I'm very lucky but everything is work . Yours will come when its supposed to RT @_katesit_ Can't ( cont ) http://tl.gd/63aq2c,O O O O O O O O O O O O O O O O O O O O O O O O O
1413,"['Information', 'Underground', ':', 'This', 'Week', 'on', 'Information', 'Underground', 'http://fb.me/JGgSgWBg']","['B-other', 'I-other', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O']",Information Underground : This Week on Information Underground http://fb.me/JGgSgWBg,B-other I-other O O O O B-other I-other O
1414,"['@jaredleto', '...', 'ive', 'been', 'to', '13', '30stm', 'concerts', 'now', 'and', 'you', 'never', 'got', 'me', 'on', 'stage', 'during/before', 'kings', 'and', 'queens', ':(', '((']","['O', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'I-musicartist', 'I-musicartist', 'O', 'O']",@jaredleto ... ive been to 13 30stm concerts now and you never got me on stage during/before kings and queens :( ((,O O O O O O B-musicartist O O O O O O O O O O B-musicartist I-musicartist I-musicartist O O
1415,"['Heading', 'to', 'Herbivore', 'tonight', 'for', 'dinner', 'for', 'the', 'first', 'time', '.', 'Any', 'favorites', 'or', 'must', 'trys', '?']","['O', 'O', 'B-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Heading to Herbivore tonight for dinner for the first time . Any favorites or must trys ?,O O B-facility O O O O O O O O O O O O O O
1416,"['the', 'group', 'Maunalua', 'will', 'be', 'playing', 'tomorrow', '@wfmkahala', 'at', 'Noon', '!']","['O', 'O', 'B-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",the group Maunalua will be playing tomorrow @wfmkahala at Noon !,O O B-musicartist O O O O O O O O
1417,"['@victorcajiao', 'So', 'can', 'I', 'call', 'in', 'sick', 'on', 'my', 'last', 'day', 'on', 'the', 'job', 'so', 'I', 'can', 'go', 'out', 'there', 'and', 'look', 'at', 'it', '?', ':-)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@victorcajiao So can I call in sick on my last day on the job so I can go out there and look at it ? :-),O O O O O O O O O O O O O O O O O O O O O O O O O O
1418,"['First', ',', 'I', 'had', 'these', 'crazy', 'dreams', 'all', 'last', 'night', '.', 'Then', 'I', 'sleep', 'all', 'day', 'today', '...', 'I', 'hope', 'nobody', 'put', 'some', 'hoodoo', 'on', 'me', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","First , I had these crazy dreams all last night . Then I sleep all day today ... I hope nobody put some hoodoo on me !",O O O O O O O O O O O O O O O O O O O O O O O O O O O
1419,"['Twenty', 'five', 'after', 'Seven']","['O', 'O', 'O', 'O']",Twenty five after Seven,O O O O
1420,"['Oh', 'PEI', ',', 'i', 'always', 'forget', 'how', 'beautiful', 'you', 'are', '.', 'Especially', 'when', 'you', 'stop', 'hanging', 'out', 'with', 'tourists', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Oh PEI , i always forget how beautiful you are . Especially when you stop hanging out with tourists .",O B-person O O O O O O O O O O O O O O O O O O
1421,"['omg', ',', ""i'm"", 'sooooo', 'ready', 'for', 'tonight', '!', '&lt;', '3']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","omg , i'm sooooo ready for tonight ! &lt; 3",O O O O O O O O O O
1422,"['@xSophieBx', 'He', 'has', 'a', 'habit', 'of', 'tweeting', 'at', 'the', 'same', 'time', 'as', 'you', 'lol']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@xSophieBx He has a habit of tweeting at the same time as you lol,O O O O O O O O O O O O O O
1423,"['This', 'is', 'one', 'of', 'my', 'favorite', 'days', 'on', 'twitter', 'ever', '.', '@radhallman', 'and', '@foofmcewan', 'kudos']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O']",This is one of my favorite days on twitter ever . @radhallman and @foofmcewan kudos,O O O O O O O O B-company O O O O O O
1424,"['@jasonhand', 'Have', 'fun', ';)', 'I', 'expect', 'updates', 'on', 'your', 'drunk', 'status', 'since', ""I'm"", 'working', 'tonight', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@jasonhand Have fun ;) I expect updates on your drunk status since I'm working tonight !,O O O O O O O O O O O O O O O O
1425,"['Today', ""'s"", 'Vuelter', 'blog', ':', 'http://bit.ly/choe8Y']","['O', 'O', 'B-other', 'I-other', 'O', 'O']",Today 's Vuelter blog : http://bit.ly/choe8Y,O O B-other I-other O O
1426,"['What', 'it', 'is', 'twiggas', 'it', ""'s"", 'Friday', 'in', 'this', 'bissh', '!!!', 'What', ""'s"", ""y'all"", 'niggas', 'plans', '????', 'Betta', 'be', 'at', 'Elements', 'tonight', 'BOGO', 'drinks', 'all', 'night', '!!', 'Nuff', 'Said']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",What it is twiggas it 's Friday in this bissh !!! What 's y'all niggas plans ???? Betta be at Elements tonight BOGO drinks all night !! Nuff Said,O O O O O O O O O O O O O O O O O O O O B-facility O O O O O O O O
1427,"['complete', 'kiddie', 'goodness', 'today', '.', 'first', 'a', 'kids', 'party', 'followed', 'by', 'a', 'night', 'at', 'the', 'circus', 'followed', 'by', 'another', 'kiddie', 'party', 'tomorrow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",complete kiddie goodness today . first a kids party followed by a night at the circus followed by another kiddie party tomorrow .,O O O O O O O O O O O O O O O O O O O O O O O
1428,"['RT', '@WholeFoodsATX', ':', 'Anyone', 'out', 'there', 'getting', 'excited', '4', ""'"", 'Dazed', '&amp;', 'Confused', ""'"", 'on', 'our', 'rooftop', 'plaza', 'tonight', '?', 'Movie', 'starts', 'at', 'sundown', '!', '#30thBday']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-movie', 'I-movie', 'I-movie', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @WholeFoodsATX : Anyone out there getting excited 4 ' Dazed &amp; Confused ' on our rooftop plaza tonight ? Movie starts at sundown ! #30thBday,O O O O O O O O O O B-movie I-movie I-movie O O O O O O O O O O O O O
1429,"['Lingerie', 'football', 'league', 'come', 'on', 'tonight']","['B-other', 'I-other', 'I-other', 'O', 'O', 'O']",Lingerie football league come on tonight,B-other I-other I-other O O O
1430,"['Now', 'off', 'for', 'Sushi', 'before', 'Sundown']","['O', 'O', 'O', 'O', 'O', 'O']",Now off for Sushi before Sundown,O O O O O O
1431,"['George', 'Hitchcock', ',', 'Kayak', 'Magazine', 'Founder', ',', 'Dies', 'at', '96', ':', 'George', 'Parks', 'Hitchcock', 'was', 'born', 'on', 'June', '2', ',', '1914', ',', 'in', 'Ho', '...', 'http://tinyurl.com/249srz6']","['B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","George Hitchcock , Kayak Magazine Founder , Dies at 96 : George Parks Hitchcock was born on June 2 , 1914 , in Ho ... http://tinyurl.com/249srz6",B-person I-person O B-person I-person O O O O O O B-person I-person I-person O O O O O O O O O O O O
1432,"['RT', '@thirdday', ':', 'RT', '@macpowell', ':', 'Just', 'landed', 'in', 'DC', '.', 'Is', 'anybody', 'coming', 'to', 'the', 'Awakening', 'Festival', 'tonight', '?', ""I'm"", 'thinking', 'about', 'rocking', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @thirdday : RT @macpowell : Just landed in DC . Is anybody coming to the Awakening Festival tonight ? I'm thinking about rocking it .,O O O O O O O O O B-geo-loc O O O O O O B-other I-other O O O O O O O O
1433,"[""'I"", 'just', 'took', '""', 'When', 'your', 'mom', 'makes', 'you', 'go', 'live', 'with', 'your', 'dad', 'Scooter', 'Braun', ',', 'your', 'life', 'turns', '...""', 'and', 'got', ':', 'Part', '1', '!', 'Try', 'it', ':', ""http://bit.ly/ch09f2'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'I just took "" When your mom makes you go live with your dad Scooter Braun , your life turns ..."" and got : Part 1 ! Try it : http://bit.ly/ch09f2'",O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O
1434,"['e', 'o', 'q', 'vai', 'ser', 'hj', '?', 'cerveja', 'foi', 'ontem', '...', 'que', 'tal', 'um', 'vinho', 'pra', 'variar', 'um', 'pouco', '!!', 'friday', ""'s"", 'celebrate', '!!!', 'yupppppp']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",e o q vai ser hj ? cerveja foi ontem ... que tal um vinho pra variar um pouco !! friday 's celebrate !!! yupppppp,O O O O O O O O O O O O O O O O O O O O O O O O O
1435,"['omg', 'tomorrow', 'we', 'meet', ',', 'it', 'will', 'be', 'good', 'to', 'see', 'you', 'again']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","omg tomorrow we meet , it will be good to see you again",O O O O O O O O O O O O O
1436,"['what', 'happens', 'when', 'your', 'happy', 'but', 'heartbroken', '?', 'this', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",what happens when your happy but heartbroken ? this .,O O O O O O O O O O
1437,"['@GiaAllemand', 'soon', ',', 'as', 'long', 'as', '@chrislambton13', 'peels', 'himself', 'away', 'from', 'the', 'duckies', ',', 'and', 'get', 'on', 'his', 'way', '.', 'but', 'we', 'want', 'more', 'pics', 'dont', 'we', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@GiaAllemand soon , as long as @chrislambton13 peels himself away from the duckies , and get on his way . but we want more pics dont we ?",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1438,"['Such', 'a', 'shiny', 'morning', '!!!', 'Love', 'It', '.', 'Anyways', ',', 'today', 'will', 'be', 'very', 'busy', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Such a shiny morning !!! Love It . Anyways , today will be very busy !",O O O O O O O O O O O O O O O O
1439,"['Pxleyes', 'Top', '50', 'Photography', 'Contest', 'Pictures', 'of', 'August', '2010', '...', 'http://bit.ly/bgCyZ0', '#photography']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Pxleyes Top 50 Photography Contest Pictures of August 2010 ... http://bit.ly/bgCyZ0 #photography,O O O O O O O O O O O O
1440,"['I', 'was', '15', 'minutes', 'late', 'yesterday', 'so', 'I', 'left', '20', 'min', 'earlier', 'today', '.', 'I', 'will', 'be', '20', 'minutes', 'late', 'today', '.', '#lifeispointless']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I was 15 minutes late yesterday so I left 20 min earlier today . I will be 20 minutes late today . #lifeispointless,O O O O O O O O O O O O O O O O O O O O O O O
1441,"['Winner', 'will', 'be', 'chosen', 'Monday', 'morning', '.', 'Get', 'your', 'caption', 'in', 'the', 'funny', 'photo', 'caption', 'contest-', 'Nadal', 'and', 'Novak', 'in', 'the', 'tub', 'http://ow.ly/2G3Jh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']",Winner will be chosen Monday morning . Get your caption in the funny photo caption contest- Nadal and Novak in the tub http://ow.ly/2G3Jh,O O O O O O O O O O O O O O O O B-person O B-person O O O O
1442,"['RT', '@ZodiacFacts', ':', '#ZodiacFacts', 'As', 'an', '#Aries', 'romance', ""isn't"", 'about', 'what', ""you're"", 'after', '--', 'it', ""'s"", 'about', 'taking', 'chances', ',', 'exploring', 'and', 'keeping', 'an', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @ZodiacFacts : #ZodiacFacts As an #Aries romance isn't about what you're after -- it 's about taking chances , exploring and keeping an ...",O O O O O O O O O O O O O O O O O O O O O O O O O
1443,"['@ZachGarmoe', 'AH', '!', 'Concert', 'in', '2', 'days', '!', 'So', 'excited', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@ZachGarmoe AH ! Concert in 2 days ! So excited !,O O O O O O O O O O O
1444,"['Just', 'when', 'you', 'turned', 'your', 'back', '!:', 'http://wp.me/pSFZQ-9w']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Just when you turned your back !: http://wp.me/pSFZQ-9w,O O O O O O O O
